OID_,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Field1,stop_id,Main_Stree,Cross_Stre,Stop_Lat,Stop_Lon,Routes_Fin,Direction_,NAME,NAME_1,CLASS,CNTY_FIPS,FID_1,PLACEFIPS,POPULATION,POP_CLASS,POP_SQMI,SQMI
24,1,25,1,25,25,100050,MARTIN LUTHER KING J,CHICAMAUGA AVE,33.753689999999999,-84.432087999999993,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
25,1,26,1,26,26,100052,MARTIN LUTHER KING J DR SW,CERRO ST,33.753549000000000,-84.429794000000001,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
26,1,27,1,27,27,100054,MARTIN LUTHER KING J DR SW,BURBANK,33.753442999999997,-84.428173999999999,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
27,1,28,1,28,28,100058,HOLDERNESS ST SW,FAIR ST SW,33.748933000000001,-84.426350999999997,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
28,1,29,1,29,29,100060,FAIR ST SW,HOLDERNESS ST SW,33.749076000000002,-84.426353000000006,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
29,1,30,1,30,30,100061,HOLDERNESS ST SW,WESTVIEW DR SW,33.747532000000000,-84.426610999999994,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
30,1,31,1,31,31,100062,HOLDERNESS ST SW,WESTVIEW DR SW,33.747425000000000,-84.426986999999997,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
31,1,32,1,32,32,100063,WESTVIEW DR SW,LANGHORN ST SW,33.747154000000002,-84.427993999999998,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
32,1,33,1,33,33,100066,WESTVIEW DR SW,ATWOOD ST SW,33.747191999999998,-84.429146000000003,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
33,1,34,1,34,34,100067,WESTVIEW DR SW,HOPKINS ST SW,33.747363000000000,-84.430915999999996,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
34,1,35,1,35,35,100069,WESTVIEW DR SW,CHICAMAUGA AVE SW,33.747379000000002,-84.432101000000003,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
35,1,36,1,36,36,100070,WESTVIEW DR SW,CHICAMAUGA AVE SW,33.747280000000003,-84.432644999999994,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
36,1,37,1,37,37,100074,LUCILE AVE SW,JOSEPH E LOWERY BLVD,33.742268000000003,-84.418137000000002,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
37,1,38,1,38,38,100076,LUCILE AVE SW,PEEPLES ST SW,33.742294000000001,-84.420333999999997,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
38,1,39,1,39,39,100078,LUCILE AVE SW,LAWTON ST SW,33.742327000000003,-84.422488999999999,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
39,1,40,1,40,40,100080,LUCILE AVE SW,LAWTON ST SW,33.742364000000002,-84.423912000000001,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
40,1,41,1,41,41,100082,LUCILE AVE SW,DARGAN PL SW,33.742378000000002,-84.425133000000002,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
41,1,42,1,42,42,100084,LUCILE AVE SW,HOPKINS ST SW,33.742370000000001,-84.430480000000003,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
42,1,43,1,43,43,100086,LUCILE AVE SW,LANGHORN ST SW,33.742336000000002,-84.432297000000005,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
43,1,44,1,44,44,100088,LUCILE AVE SW,HOPKINS ST SW,33.742173999999999,-84.430403999999996,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
44,1,45,1,45,45,100090,LUCILE AVE SW,ATWOOD ST SW,33.742261999999997,-84.428854999999999,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
45,1,46,1,46,46,100092,LUCILE AVE SW,HOLDERNESS ST SW,33.742246000000002,-84.427137999999999,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
46,1,47,1,47,47,100094,LUCILE AVE SW,DARGAN PL SW,33.742257000000002,-84.424801000000002,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
47,1,48,1,48,48,100096,LUCILE AVE SW,LAWTON ST SW,33.742213000000000,-84.423366000000001,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
48,1,49,1,49,49,100098,LUCILE AVE SW,LAWTON ST SW,33.742168999999997,-84.422713999999999,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
49,1,50,1,50,50,100100,LUCILE AVE SW,PEEPLES ST SW,33.741464000000001,-84.420484000000002,58,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
50,1,51,1,51,51,100102,LUCILE AVE SW,ATWOOD ST SW,33.742378000000002,-84.428787000000000,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
51,1,52,1,52,52,100114,JOSEPH E LOWERY BLVD,SELLS AVE SW,33.745314000000000,-84.417289999999994,"1, 68","NB/EB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
52,1,53,1,53,53,100115,JOSEPH E LOWERY BLVD,WESTVIEW DR SW,33.746339999999996,-84.417333999999997,"1, 68","NB/EB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
53,1,54,1,54,54,100124,MARTIN L KING JR DR NW,CERRO ST SW,33.753644999999999,-84.429590000000005,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
54,1,55,1,55,55,100126,MARTIN L KING JR DR NW,BURBANK DR NW,33.753515000000000,-84.427999999999997,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
55,1,56,1,56,56,100128,MARTIN LUTHER KING J,STAFFORD ST,33.753444000000002,-84.426522000000006,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
56,1,57,1,57,57,100130,MARTIN L KING JR DR NW,STAFFORD ST SW,33.753515999999998,-84.426489000000004,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
57,1,58,1,58,58,100132,MARTIN L KING JR DR,MORRIS BROWN,33.753839999999997,-84.424968000000007,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
58,1,59,1,59,59,100134,MARTIN L KING JR DR NW,MORRIS BROWN DR SW,33.753892999999998,-84.425010999999998,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
59,1,60,1,60,60,100136,MARTIN LUTHER KING J,HUNTER PL N,33.754395000000002,-84.423827000000003,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
60,1,61,1,61,61,100137,MARTIN LUTHER KING J DR,WHITEHOUSE DR,33.754708999999998,-84.419939999999997,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
61,1,62,1,62,62,100138,MARTIN L KING JR DR NW,HUNTER PL NW,33.754430999999997,-84.423891999999995,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
62,1,63,1,63,63,100142,MARTIN L KING JR DR NW,BOOKER ST NW,33.754772000000003,-84.420310999999998,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
63,1,64,1,64,64,100148,MARTIN L KING JR DR NW,CHICAMAUGA AVE NW,33.753822999999997,-84.431837999999999,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
64,1,65,1,65,65,100150,MARTIN L KING JR DR NW,CHAPPELL RD,33.753841000000001,-84.433273000000000,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
65,1,66,1,66,66,100152,FAIR ST SW,1ST ST SW,33.748905000000001,-84.425545000000000,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
66,1,67,1,67,67,100154,FAIR ST,FIRST ST,33.749077000000000,-84.425297999999998,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
67,1,68,1,68,68,100160,FAIR ST SW,LAWTON ST SW,33.748913000000002,-84.423423999999997,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
68,1,69,1,69,69,100162,FAIR ST,ABBOTT ST,33.749191000000003,-84.419426000000001,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
69,1,70,1,70,70,100164,MARTIN LUTHER KING J DR,OLLIE ST,33.754747000000002,-84.421316000000004,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
70,1,71,1,71,71,100166,LUCILE AVE,HOLDERNESS ST,33.742389000000003,-84.426658000000003,58,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
71,1,72,1,72,72,100168,FAIR ST SW,JOSEPH E LOWERY BLVD,33.749074000000000,-84.418166999999997,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
72,1,73,1,73,73,100170,WESTVIEW DR SW,WESTVIEW PL,33.747439999999997,-84.434656000000004,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
73,1,74,1,74,74,101002,LEE ST SW,W END AV SW,33.744253000000000,-84.414008999999993,68,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
74,1,75,1,75,75,101006,LEE ST SW,NORCROSS ST SW,33.743338000000001,-84.413775999999999,68,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
75,1,76,1,76,76,101008,W END AVE SW,WELLBORN ST SW,33.744546999999997,-84.415271000000004,68,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
76,1,77,1,77,77,101010,PETERS ST SW,HAYNES ST SW,33.749214000000002,-84.399711999999994,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
77,1,78,1,78,78,101016,ATLANTA STUDENT MOVEMENT BLVD,WALNUT ST SW,33.749181999999998,-84.406514000000001,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
78,1,79,1,79,79,101018,ATLANTA STUDENT MOVEMENT BLVD,VINE ST SW,33.749315000000003,-84.407764000000000,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
79,1,80,1,80,80,101020,ATLANTA STUDENT MOVEMENT BLVD,ELM ST SW,33.749358000000001,-84.409503999999998,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
80,1,81,1,81,81,101022,ATLANTA STUDENT MOVEMENT BLVD,LAWSHE ST SW,33.749366000000002,-84.411068999999998,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
81,1,82,1,82,82,101024,ATLANTA STUDENT MOVEMENT BLVD,JAMES P BRAWLEY DR SW,33.749555999999998,-84.412599000000000,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
82,1,83,1,83,83,101026,ATLANTA STUDENT MOVEMENT BLVD,MILTON ST SW,33.749457000000000,-84.414270999999999,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
83,1,84,1,84,84,101030,PETERS ST SW,FAIR ST SW,33.748085000000003,-84.401161000000002,813,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
84,1,85,1,85,85,101036,ATLANTA STUDENT MOVEMENT BLVD,WALNUT ST SW,33.749020000000002,-84.406577999999996,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
85,1,86,1,86,86,101038,ATLANTA STUDENT MOVEMENT BLVD,VINE ST SW,33.749146000000003,-84.407844999999995,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
86,1,87,1,87,87,101040,ATLANTA STUDENT MOVEMENT BLVD,ELM ST SW,33.749191000000003,-84.409324999999995,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
87,1,88,1,88,88,101042,ATLANTA STUDENT MOVEMENT BLVD,JOHN HOPE DR SW,33.749192000000001,-84.410651000000001,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
88,1,89,1,89,89,101044,ATLANTA STUDENT MOVEMENT BLVD,JAMES P BRAWLEY DR SW,33.749167999999997,-84.413086000000007,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
89,1,90,1,90,90,101046,ATLANTA STUDENT MOVEMENT BLVD,MILTON ST SW,33.749146000000003,-84.414597000000001,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
90,1,91,1,91,91,101069,MARTIN L KING JR DR,JOSEPH E LOWERY BLVD,33.754677999999998,-84.417738999999997,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
91,1,92,1,92,92,101092,WHITEHALL ST SW,SPRING ST SW,33.746006000000001,-84.399131999999994,40,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
92,1,93,1,93,93,101096,WHITEHALL ST SW,TED TURNER DR SW,33.745981999999998,-84.398944999999998,40,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
93,1,94,1,94,94,101098,WHITEHALL ST SW,385,33.745300000000000,-84.400550999999993,40,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
94,1,95,1,95,95,101100,WHITEHALL ST SW,400,33.745220000000003,-84.400498999999996,40,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
95,1,96,1,96,96,101104,WHITEHALL ST SW,WHITEHALL TERR SW,33.744048999999997,-84.403198000000003,40,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
96,1,97,1,97,97,101108,MCDANIEL ST SW,FULTON ST SW,33.741343000000001,-84.402896999999996,40,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
97,1,98,1,98,98,101110,WHITEHALL ST SW,WHITEHALL TER SW,33.744045999999997,-84.402911000000003,40,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
98,1,99,1,99,99,101126,PETERS ST SW,HAYNES ST SW,33.748894000000000,-84.399711999999994,813,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
99,1,100,1,100,100,101133,MARTIN L KING JR DR NW,PASCHAL BLVD SW,33.754778999999999,-84.414293000000001,"3, 68","SB/WB, SB/WB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
100,1,101,1,101,101,101134,MARTIN L KING JR DR NW,GRIFFIN ST NW,33.754736000000001,-84.411694999999995,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
101,1,102,1,102,102,101135,NORTHSIDE DR,LARKIN ST,33.748055000000001,-84.405153999999996,"94, 813","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
102,1,103,1,103,103,101137,NORTHSIDE DR SW,GREENSFERRY AVE SW,33.746084000000003,-84.406794000000005,94,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
103,1,104,1,104,104,101139,MARTIN L KING JR DR,PASCHAL BLVD SW,33.754609000000002,-84.414401999999995,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
104,1,105,1,105,105,101144,MARTIN L KING JR DR,SUNSET AVE,33.754505999999999,-84.410251000000002,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
105,1,106,1,106,106,101156,NORTHSIDE DR SW,MITCHELL ST SW,33.753928000000002,-84.402844999999999,94,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
106,1,107,1,107,107,101162,NORTHSIDE DR SW,CHAPEL ST SW,33.750867000000000,-84.403255000000001,94,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
107,1,108,1,108,108,101165,NORTHSIDE DR SW,ATLANTA STUDENT MOVEMENT BLVD SW,33.749395999999997,-84.404348999999996,94,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
108,1,109,1,109,109,101166,NORTHSIDE DR SW,NELSON ST SW,33.750678999999998,-84.403210999999999,94,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
109,1,110,1,110,110,101168,MARTIN L KING JR DR,JAMES P BRAWLEY  DR SW,33.754672999999997,-84.412824999999998,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
110,1,111,1,111,111,101446,MARTIN L KING JR DR,GRIFFIN ST,33.754536000000002,-84.411523000000003,3,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
111,1,112,1,112,112,101448,MARTIN L KING JR DR NW,SUNSET AVE NW,33.754738000000003,-84.409923000000006,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
112,1,113,1,113,113,101460,MCDANIEL ST,WHITEHALL ST,33.743499000000000,-84.403909999999996,40,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
113,1,114,1,114,114,101464,MARTIN L KING JR DR NW,JAMES P BRAWLEY DR NW,33.754736000000001,-84.412629999999993,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
114,1,115,1,115,115,101466,MARTIN L KING JR DR NW,JOSEPH E LOWERY BLVD NW,33.754759000000000,-84.417390999999995,3,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
115,1,116,1,116,116,101468,W END AVE,LEE ST,33.744607000000002,-84.414342000000005,68,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
116,1,117,1,117,117,102004,MARTIN L KING JR DR,FORSYTH ST SW,33.752690000000001,-84.393179000000003,"26, 42","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
117,1,118,1,118,118,102005,MEMORIAL DR SE,FRASER ST SE,33.746876000000000,-84.385771000000005,21,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
118,1,119,1,119,119,102006,MEMORIAL DR SE,MARTIN ST SE,33.746841000000003,-84.383933999999996,21,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
119,1,120,1,120,120,102007,MEMORIAL DR SE,CONNALLY ST SE,33.746833000000002,-84.381563999999997,21,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
120,1,121,1,121,121,102009,MEMORIAL DR SE,HILL ST SE,33.746789999999997,-84.379030999999998,"9, 21, 107","SB/WB, NB/EB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
121,1,122,1,122,122,102011,HILL ST SE,WOODWARD AVE SE,33.745662000000003,-84.379323999999997,"9, 186","NB/EB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
122,1,123,1,123,123,102022,PEACHTREE ST SW,MITCHELL ST SW,33.750864000000000,-84.393046999999996,40,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
123,1,124,1,124,124,102026,PRYOR ST SW,MEMORIAL DR SW,33.747202000000001,-84.394369999999995,42,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
